"Required
必須","Partner
推獎","Category 
オファー類別","Length
時間","Key Stat
目標スタート","Score
目標","Text
テキスト"
北沢志保,馬場このみ,スポーツイベント,9,Dance,7000,イベント中、軽く足捻って怪我をしてしまったんですけど、すぐに、このみさんがそれに気づいてくれて……。このみさんって、周りのみんなのこと、よく見てくれてますよね。
北沢志保,大神環,旅番組,3,Total,31000,環は、旅先でどんな動物に出会っても､ 物怖じしないんです。蛇とかトカゲとか虫とかでも。私は、途中で驚いてしまって......。恥ずかしいところを、撮られてしまいました。
北沢志保,豊川風花,映画,3,Dance,28000,病院を舞台にした映画で、風花さんから色々と専門知識を教えてもらいました。今度、船医役の撮影があるので、そこでも今日聞いたことを生かして頑張ろうと思います。
北沢志保,豊川風花,グラビア撮影,6,Visual,30000,水着での撮影中に、風花さんが私のことを、熱心に見つめてきたんです。私の水着が清楚な感じで羨ましかったとかで。視線を気にして、変な感じに写ってないといいのですが……。
北沢志保,宮尾美也,トーク番組,9,Vocal,12000,上手くトークできるか不安だったんですけど、今日は大丈夫でした。美也さんが話を振ってくれたからかな……。猫の話ばかりしてたような気がしますけど、楽しかったです。
北沢志保,宮尾美也,スポーツイベント,6,Dance,3000,球技大会で活躍できずにいたら、美也さんから「猫の気持ちになってボールを追いかけましょう～」と言われて……。意味はよく分からなかったのですが……楽しむことはできました。
北沢志保,福田のり子,スポーツ番組,3,Dance,33000,のり子さんが、プロレスに入門した人のドキュメントを見て、今のうちにりっくんも英才教育しようって言い出したんです。Pさんからも、断っておいてください。
北沢志保,福田のり子,商品プロデュース,9,Total,20000,のり子さんの考えた『のりのりのり巻き』、スタッフさんに好評でした。切ると、具材で断面がバイクに見えるんです。味もいいんですよ。よかったら試作品を、どうぞ。
北沢志保,真壁瑞希,ドラマ,9,Dance,36000,瑞希さん、難しい役柄をしっかりと演じていました。感情を失った被害者の役だったんですけど、思わず惹きこまれました。本人は演技した実感がないと言ってましたけど……。
北沢志保,真壁瑞希,バラエティ番組,9,Visual,22000,バラエティ番組で、瑞希さんとにらめっこをしたんです。でも、ふたりことも全然笑わなくて……。なんだか微妙な空気になってしまいました。多分、カットされると思います。
北沢志保,篠宮可憐,ファッションショー,3,Visual,7000,可憐さんは立ち姿が華やかなので、ランウェイでとても映えますね。見られることを普段から意識してるんだと思います。私も負けないようにと、気持ちが引き締まりました。
北沢志保,篠宮可憐,ナレーション,6,Vocal,12000,仕事の後に、可憐さんがお風呂で出来る簡単な発声練習を教えてくれました。お風呂の湿度が喉に優しいんだとか。ナレーションに限らず、色んな仕事に生かせると思います。
北沢志保,百瀬莉緒,ファッションショー,6,Dance,36000,今日のファッションショー、莉緒さんがとても注目を集めていました。大人の魅力と言うんでしょうか？私が仕草だけマネしても､同じようにはできないですよね。......今はまだ。
北沢志保,百瀬莉緒,TV番組MC,3,Vocal,3000,番組のMCで、莉緒さんがはしゃいで何度も羽目を外しそうになったんです。ただその度に注意したら、「年下の冷静な進行が面白い」と言われて……結果的に、良かったのでしょうか？
北沢志保,永吉昴,フェス,9,Total,65000,出番の後、他のアイドルのステージを見ました。参考に、落ち着いて見たかったのですが、昴さんに言われて私も応援することになって。でも楽しむことで分かることもあるんですね。
北沢志保,永吉昴,ファッションショー,3,Total,43500,昴さん、自分では否定していましたけど、すごくかわいい方ですよね。私も違って、表情もすごく豊かで……。今日着たドレスも、とてもよく似合っていました。
北沢志保,北上麗花,トーク番組,9,Vocal,30000,麗花さんの言葉は、トーク番組でもやっぱり独特ですね。 連想は柔軟なんだと思うんですけど、時々ついていくのが大変で......。きちんと受け答えできていたか不安です。
北沢志保,北上麗花,CDショップイベント,6,Vocal,36000,CDの手渡しをしてきました。たくさんのファンが来てくださったのですが、麗花さんはひとりひとり、にこやかに接していて感心しました。曲名は忘れていましたけど……。
北沢志保,周防桃子,雑誌取材,9,Total,80000,プロ意識について語る桃子……なんだか、素直に尊敬しました。年齢は下でも、芸歴では先輩ですから、見習うところはたくさんあります。学び取っていきたいですね。
北沢志保,周防桃子,映画,9,Total,42000,ヒューマンドラマ映画の撮影でした。大変でしたけど、やっぱり桃子の演技はすごかったです。先輩だとか関係なく、引き込まれてしまって……。私ももっと頑張らないと。
北沢志保,ジュリア,PV撮影,3,Visual,4500,休憩中に、ジュリアさんが弾き語りをしてくれました。今回の新曲を演奏してくれたのですが、思わず聴き入ってしまって……弟にも聴かせてあげたいです。
北沢志保,白石紬,旅番組,3,Total,33500,金沢へ行って来ました。紬さんは地元ですから、しっかり名所の紹介が出来たと思います。ところで、休憩中に紬さんとお話したのですが……あ、これは口止めされていました。
北沢志保,桜守歌織,商品プロデュース,6,Total,55000,コンサートライトのプロデュースでした。歌織さん、提案した音符型のライトが採用されて、喜んでいました。私は光るぬいぐるみを提案したのですが……また次の機会に、と……。
北沢志保,PERFECT,,,,,今の仕事……素直に楽しかったです。 その……Pさんのおかげですよね。ありがとう……。
北沢志保,GOOD,,,,,今日はちょっと大変な仕事でしたけど、やりがいはありました。次もよろしくお願いします。
北沢志保,NORMAL,,,,,お疲れさまです。 仕事のほうは普通に終わらせましたよ？もっと難しいことにも挑戦したいです。
舞浜歩,天海春香,グルメ番組,3,Vocal,12000,罪悪感を感じないお菓子の特集だったんだ。すっごくヤミーでカロリーが少ないの。めちゃくちゃ気に入ったって言ったら、今度春香が作ってきてくれるって！ 楽しみだな～♪
舞浜歩,天海春香,サイン会,6,Total,38500,春香、緊張してガチガチのファンに優しく話しかけてたんだ。そしたらそのファンも、周りで見てたファンも、みんな笑顔になってた。これぞアイドル！って感じだったよ！
舞浜歩,如月千早,トークショー,9,Vocal,5000,千早の歌にかける想いに、感動したよ。共感？ みたいな。 アタシのダンスへの想いと、通じるところがあってさ！ 今度、千早の歌とアタシのダンスで、コラボがしたいな♪
舞浜歩,星井美希,商品PRイベント,9,Dance,6000,PRするスカート、美希じゃなくてアタシが試着室に押し込まれてコーデされちゃってさ。美希は「可愛いー！」って言ってくれたけど……うう、ちゃんとPRできてたかな～！
舞浜歩,星井美希,ドラマ,6,Dance,16500,今日のドラマの役、アクションが多くて苦労したんだ。でもダンスみたいにやってみてって言われて、なんとかできたよ！ アタシと美希のダンサブルなバトルシーン、期待しててよね！
舞浜歩,萩原雪歩,CDショップイベント,6,Vocal,9000,CDショップのイベント、無事終了っ！ お客さんたくさん来てくれて、雪歩も頑張って盛り上げようとしてくれてさ♪ 雪歩の必死の「イエーイ！」が超かわいかったんだ！
舞浜歩,萩原雪歩,商品プロデュース,3,Visual,36000,犬用の服のアイディアを出してきたんだけど、決まったのは、雪歩の案だったんだ。犬が苦手な分、カワイく見えるように考えたんだって。あれを着せれば、少しは大丈夫になるかな？
舞浜歩,高槻やよい,ドラマ,6,Total,13500,やよいと姉妹役で出たんだけど、やばかった……。何がって、お姉ちゃん♪って呼ぶやよいの表情が！ 自分が長女だから憧れがあるんだって。……今度、遊びに誘ってみようかな？
舞浜歩,菊地真,スポーツイベント,3,Dance,30000,イエーイ！ ダンス大会に出れるなんてマジ嬉しいよ！ 真とダンス対決して、勝負はお預けだったね。く～っ！ 次は絶対勝つ！ ってことで次も出るからよろしくな！
舞浜歩,水瀬伊織,商品プロデュース,3,Total,78000,オレンジジュースの企画で、伊織が張り切っててさー。『蛍光色のオレンジジュース』って案を出したら、「素材の良さをダメにしそうじゃない」って即、却下されちゃったよ。
舞浜歩,水瀬伊織,ゲームイベント,9,Vocal,30000,ダンスのゲームがあって、アタシ、けっこう上手かったんだ！ でも、伊織がなかなかアタシに勝てなくて、ちょっとムクれちゃってさ、ははっ！ ああいう伊織もカワイイよな♪
舞浜歩,四条貴音,ロケ番組,6,Total,31000,輸入品のお店でロケしてきたよ。派手な色のお菓子とか、変わった服とか見つけるたびに、貴音が興味津々で反応するのが面白かったな～。 「面妖な」って何回聞いたんだろ？
舞浜歩,四条貴音,密着取材,6,Total,20000,貴音のテンポって独特だよね。密着取材で、今日一日一緒にいたんだけど、ラーメン食べるテンポだけめちゃめちゃ早くてさ。でも、そういうところが親しみやすいのかも！
舞浜歩,秋月律子,ファッションショー,6,Visual,9000,泳げないアタシが競泳水着のショーに出て、いいのかなって思ったんだ。けど、律子も実は泳げないんだって！ なんか、急に心強くなって、堂々とランウェイを歩けたよ。
舞浜歩,秋月律子,ネット番組,6,Vocal,5000,ネット番組で、律子がガジェットについて話してたよ。アタシは正直、よくわからなかったけど、 律子が楽しそうだったから楽しくなっちゃった！　そういうの、あるよね？
舞浜歩,三浦あずさ,ライブ,6,Dance,30000,ライブ前にあずさに占ってもらったら、怖いカードが出てさ。でも上下ひっくり返すと逆の意味になるって言いから、本番でブレイクダンスをやったんだ。そしたら、盛り上がったよ！
舞浜歩,三浦あずさ,プレゼンター,3,Total,23500,会場に行く途中、あずさと歩きながら話してたら、いつのまにか全然知らない場所に出ちゃってさ。歩いてる人に道聞いて、なんとか助かったよ！
舞浜歩,双海亜美,トークショー,6,Vocal,9000,トークショー、ハラハラしたよ！ 亜美が台本にないことまで喋っちゃってさ。まったく、すごいメンタルだよね。アタシなんて、本番前にめっちゃ練習したのに！
舞浜歩,双海真美,商品プロデュース,3,Visual,36000,フェイスベイントシールのデザインを頼まれたんだ。真美はド直球で自分の名前を作って、これで亜美と見分けつくっしょって笑ってたけど……逆に悪戯に使う気がしないか？
舞浜歩,双海真美,ラジオ,9,Vocal,28000,いやー、今日は焦った！ 生放送中に、真美に英単語の意味を聞かれてさ。い、いや、ちゃんと答えられたよ。当然だって！ ただ、予定になかったから驚いて……あははははは……。
舞浜歩,我那覇響,フェス,6,Vocal,36000,くぅ～っ、やっぱ野外フェスは最高だよなぁ～！ 響と二人で、めちゃくちゃ楽しんできちゃったよ♪ 響が客席にダイブしようとしたときは慌てて止めたけどな！
舞浜歩,春日未来,ロケ番組,3,Dance,16500,ロケ中に道に迷ったんだ。地図も見ないで未来が歩いてくから 焦ったよ。けど困ったら、未来が通行人に気軽に道を聞いて、 目的地につけたんだ。そういう社交的な所、すごいと思うよ。
舞浜歩,春日未来,商品プロデュース,9,Visual,34000,打ち合わせで、未来がいろんなアイディアをバンバン出してくれたんだ。絶対実現できないだろってのも、多かったけど。思いついたら即意見するっていう感じ、アタシは好きだな！
舞浜歩,最上静香,トーク番組,3,Vocal,22000,メッチャ緊張したけど、テーマが宇宙だったから助かったよ。前に組んだユニットで、月のこと勉強してたからね！ 静香もしっかり答えてたんだ。ふたりで大活躍だったよ♪
舞浜歩,最上静香,ラジオ,6,Vocal,9000,ラジオで特技を披露することになってさ、静香がピアノを弾いたんだ。すごくうまくて盛り上がったよ。アタシはダンスをしたんだけど……ラジオだとやっぱ伝わんなかったよ……。
舞浜歩,伊吹翼,PV撮影,3,Visual,5000,撮影が押しちゃってさ。途中で翼の集中力が切れちゃったんだ。でも、終わったら甘い物食べに行こうって言ったら、すぐ元気になったよ。まったく現金なヤツだよな。
舞浜歩,伊吹翼,ライブ,6,Total,81000,今日のライブ、翼のダンスがいつも以上にキレッキレでさ、ちょっと焦ったよ！　ほら、劇場のダンス担当としてさ。負けてらんないって思って、アタシもいつも以上に頑張ったよ！
舞浜歩,田中琴葉,商品プロデュース,6,Visual,36000,新作アイスのプロデュース、琴葉がすっごく気合い入っててさ。 いろんなアイデア出してたんだ。おかげでワサビを淹れたいって言えなかったけど……。いいのができたと思うよ。
舞浜歩,田中琴葉,レポーター,3,Dance,22000,レポーターとかちゃんとできる自信なかったんだけど、琴葉がいるから大丈夫って、安心してた。実際大丈夫だったけど、頼り切りは良くないよなー……。次はがんばるよ！
舞浜歩,島原エレナ,映画,3,Total,85000,ライバル役のエレナと本気でぶつかり合うシーンがあってさ。すごい気迫だったよ、エレナ！ 普段メッチャ明るいから意外な顔を見たっていうか……もちろんアタシも全力で応えたよ！
舞浜歩,佐竹美奈子,密着取材,9,Total,78000,一日密着取材、終了！ 美奈子、スタッフの体調を気づかって休憩の提案とかしてたよ。ほんと、優しいよな！ まあ、料理を振舞おうとしたのは、さすがに止めたけど……。
舞浜歩,所恵美,声優,3,Vocal,33000,うう……。肝心なセリフで噛んじゃって、恵美に思いっきり笑われちゃったよ。お陰でなんか、肩の力が抜けたけど……。くそー！ 次は一回で決めて見返してやるーっ！
舞浜歩,所恵美,レコーディング,9,Vocal,9000,やっぱ恵美とは声を合わせやすいなー。いや、たぶん恵美がアタシに合わせてくれたんだろうな。恵美のフォローっていつもさりげないよね。この借り、ダンスで返してみせるよ！
舞浜歩,徳川まつり,,,,,ダンスバトルの審査員、超楽しかったよ！ みんなテクが凄すぎて、もう興奮しっぱなし！ それにまつりのコメントがすっごく的確でさ！ どうしてあんなこと知ってるんだろ？
舞浜歩,徳川まつり,レポーター,6,Visual,7000,遊園地のレポートに行ったんだけど、メルヘンが雰囲気に馴染みすぎてたせいか、まつりが遊園地のキャストと勘違いされちゃってたんだ。結局、何人と写真撮ったんだろ？
舞浜歩,箱崎星梨花,レポーター,9,Vocal,9000,ストリートダンスのレポートをしたんだ！ 星梨花がいっぱい質問してくれたから、アタシやダンサーさんの話が弾んだよ。興味を持ってくれたなら、今度誘ってみようかな！
舞浜歩,箱崎星梨花,ロケ番組,3,Total,55000,動物と戯れるロケ、最高だった！ 犬に猫に馬とかいてさ！ 星梨花なんかもう大喜びだったよ！ あの無邪気な笑顔で、スタッフも動物も、みんな星梨花のファンになってた！
舞浜歩,野々原茜,旅番組,3,Visual,34000,茜がさ、日本海が広がる崖の上でアンニュイな顔をしてて、ちょっとドキッとしたよ。でも話を聞いたら、「失恋旅行でたそがれる美女の真似♪」だって……。ま、まあ茜らしいよね！
舞浜歩,野々原茜,フェス,9,Total,55000,茜のお陰で助かったよ。ダンスの立ち位置を変えたかったんだけど、フェスの出番直前でさ。急遽、茜ちゃん人形を並べてのみんなに説明したんだ。お礼にグッズ販売を手伝ってきたよ。
舞浜歩,望月杏奈,一日店長,9,Dance,7000,八百屋さんの一日店長やったんだけどさ、スイッチオンした杏奈はさすがだったよ！ あのキラキラテンションで売りまくって、お店から野菜が無くなったんだよ！
舞浜歩,望月杏奈,密着取材,6,Visual,9500,密着取材で休憩中の様子も撮影されたんだ。杏奈はもくもくとゲームをしてるだけだったんだけど、それも撮影されててさ……。ファンの人なら、そういうシーンも見たいのかな？
舞浜歩,ロコ(伴田路子),地域PRイベント,9,Visual,34000,ろくろ見てたら目が回っちゃったよ。ダンスなら、いくら回転しても平気なのにさ。でもロコが、アタシの歪んだ花瓶を褒めてくれたんだ。……アタシ、結構センスあるのかな？
舞浜歩,七尾百合子,商品プロデュース,9,Visual,12000,百合子の発想、最高だったよ！ ワサビをアイスにするなんて……しかもすごいヤミーだし、商工会の人たちも喜んでたよ♪ でも、ネーミングセンスにはみんな、首を傾げてたな……。
舞浜歩,七尾百合子,CM撮影,3,Vocal,16500,チューブわさびのCM撮影で、百合子と一緒にひたすらわさび擦ってきたよ。百合子、わさびが意志持って襲ってきたらどうしよう、とか言ってた。ははっ！
舞浜歩,高山紗代子,審査員,6,Total,81000,審査員って厳しいよね。みんな努力してるのに一番を決めないといけないんだから。でも、「一番になりたくて努力した人たちもいますから」って紗代子に言われて、頑張って選んだよ！
舞浜歩,高山紗代子,,,,,ふー、疲れた。紗代子ってば、収録終わってもまだ練習しようって。でもま、望むところじゃん？ そういう熱い気持ちってさ！ だから帰るの遅くなっちゃった。ごめんね♪
舞浜歩,松田亜利沙,ネット番組,3,Total,33500,亜利沙がどうしても、って言うからさ、世界に向けて『きゃぴきゃぴアイドルポーズ』したけど……恥ずかしかったー！ ……え？ あれデータ残るのっ！？ ま、マイガー！
舞浜歩,松田亜利沙,フェス,3,Dance,28000,ダンスで悩んでたとこ、亜利沙が客観的にアドバイスしてくれてさ！おかげで、恰好よさとアイドルっぽさを両立したステージになったよ。さすがアイドルに詳しいだけあるよな！
舞浜歩,高坂海美,声優,9,Vocal,34000,声だけで演技だなんてって、アタシビビっちゃったんだ。でも海美が「大丈夫！」って励ましてくれて、うまくやれたよ。まあ、根拠はないらしいけど……そんなの必要ないよな！
舞浜歩,高坂海美,スポーツイベント,6,Dance,28000,ぜえ、はあ……ランニングイベントの後、勢いで……劇場まで走って帰ることに、なって……くぅ。海美は息切れ一つしてないのに、アタシだけ……悔しい！ き、鍛えてやるっ！
舞浜歩,中谷育,ネット番組,9,Total,55000,番組が終わった後、育がすごくニコニコしてたから、どうしたのって聞いたら、番組中にお母さんがコメントしてくれてたんだってさ！ そういうのって、なんかいいよな♪
舞浜歩,中谷育,バラエティ番組,9,Dance,32000,子ども向けの番組で、小さい子達にダンスを教えたんだ。育がすっごく張り切って、みんなと楽しそうにダンスしててさ。やっぱスキルだけじゃなぐて、楽しむことが大事だよな！
舞浜歩,天空橋朋花,TV番組MC,3,Dance,5000,憧れのダンサーとの共演、すごく緊張したよ～。朋花のフォローがなかったらやばかったと思う！ っていうかさ、朋花って緊張することあるのかな？ 想像できないなぁ。
舞浜歩,エミリー スチュアート,握手会,3,Visual,9500,エミリー、最後まで笑顔が絶えなくてさ。すごい集中力だな、って感心してたら「握手会あっという間でしたね！」だって。ファンと話すの、すっごく楽しかったんだろうね！
舞浜歩,エミリー スチュアート,スポーツ番組,3,Dance,9000,番組で日本舞踊に挑戰してきたよ。同じダンスでも、全然違うよな！　エミリーは習ってるだけあって、しっかりできてたよ。今日は、 アタシがエミリーに教えてもらっちゃった。
舞浜歩,北沢志保,ネット番組,6,Visual,9000,志保ってさ、意外と可愛いとこあるよな。本番で使う小道具を忘れちゃって、ちょー焦ってた！ アタシがダッシュで取って来て届けたら、ホッとした感じで、ありがとうって♪
舞浜歩,北沢志保,審査員,9,Total,78000,みんな頑張ってるのに、審査員で順位をつけるのってなんか気が引けてさ……でも志保は、「変に気を遣って評価を変えるのは失礼だと思います」って……。   なんか感心しちゃった！
舞浜歩,木下ひなた,グルメ番組,6,Vocal,9500,ひなたおススメの、北海道名産の山ワサビ！ すっごく美味しかったよ！ ジンギスカンにつけるのもいいんだって♪ 今度ひなたと一緒に、北海道に食べに行きたいな。
舞浜歩,矢吹可奈,慰安訪問,6,Vocal,9000,養護施設に行ったんだけど、可奈って子どもに人気あるんだよなー。はみがきの歌？ とか一緒に歌っててさ。アタシもはみがきのダンスとか作ってみようかな……。どう思う？
舞浜歩,矢吹可奈,バラエティ番組,9,Visual,12000,可奈のカスタネットに合わせてダンス！ って無茶振りされたんだけどさ、なんとかグッドにキメられたよ！ 可奈のリズム感が気持ちよくて、すんごい踊りやすかった！
舞浜歩,横山奈緒,グルメ番組,9,Total,31000,仕事の前に、奈緒が話題のラテの店に行きたいって言うから一緒に行ったんだ。そしたら、撮影が同じ店でさ……。初めて見たみたいにリアクションしたけど、オーバーだったかも。
舞浜歩,横山奈緒,雑誌取材,9,Total,85000,あーもうっ！ グルメ誌の取材の後、どーにもお腹減って奈緒と買い食いしちゃったよ～！ しかも盛り上がってお店のはしごとかしちゃって……。ああ、体重計が怖い！
舞浜歩,二階堂千鶴,ラジオ,6,Vocal,30000,ラジオで千鶴が海外旅行の話、聞かせてくれたんだ。スペインはイベリコ豚が有名とか、アンガス牛はスコットランド原産とか……あれ？ なんか話題がかたよっていたような……？
舞浜歩,二階堂千鶴,グルメ番組,3,Visual,28000,千鶴はセレブなのに、気取ってないからいいよな！ B級グルメの話で、あんなに盛り上がるとは思わなかったよ。 今度、一緒にわさび丼食べに行く約束したんだ！
舞浜歩,馬場このみ,審査員,3,Dance,28000,子どもダンス大会の審査をしたんだけど、みんがな熱量すごくていい刺激になったよ ！このみさんが参加者と間違えられるハプニングはあったけど……。まあ、いつものことなのかな？
舞浜歩,馬場このみ,商品プロデュース,3,Visual,12000,ガラス工房で新製品のグラスを考えてきたよ！ アタシは、ダイナミックにデザインしたんだ。なんだか性格出るよね。このみさんのは、くびれててセクシーだったよ！
舞浜歩,大神環,グルメ番組,6,Total,42000,ファストフード店の特集だったんだ。ハンバーガーはやっぱり、ガブッとかぶりつく瞬間がたまらないよね！ 環なんて、ワイルドですっごくいい食べっぷりしてたよ！
舞浜歩,大神環,審査員,9,Dance,32000,ストリートダンスの特別審査員なんて、まさにアタシにうってつけの仕事だったよ♪ エキシビジョンで環と踊ったのも、メッチャ楽しかった！ 2人でストリートデビューしようかな？
舞浜歩,豊川風花,握手会,3,Dance,3000,風花から、「誰とでもフランクに話せてすごい」って言われたんだけど、アタシは風花のほうがすごいと思うよ。包容力っていうのかな。あの雰囲気、どうやったら出せるんだろ？
舞浜歩,宮尾美也,ナレーション,6,Vocal,33000,美也が変なアドリブ入れるのが、めちゃくちゃツボにはまって大変だったよ。動物ならまだしも、ポストやパンがいきなり喋りだすんだよ？ 「大切に届けますね～」とか！
舞浜歩,宮尾美也,ドラマ,9,Visual,7000,美也が『ヤンデレ』の役をやったんだ。似合わないと思ってたんだけど、なんかハマっててさ。「また会えましたね～」とか、言い方はいつもの感じなのにすっごく怖かったよ……。
舞浜歩,福田のり子,バラエティ番組,6,Visual,7000,のり子にお悩み相談して、解決したらプロレス技かけられるコーナー……なんなのあれ！？ アタシ、コブラツイストかけられただけで、全然悩み解決してないんだけどーっ！？
舞浜歩,真壁瑞希,慰安訪問,9,Vocal,30000,瑞希の手品、今日も大受けだったよ！ でさ、そろそろタネが知りたいって思ったんだ。でも、タネも仕掛けもございませんって言って、教えてくれないの。うう、気になるーっ！
舞浜歩,篠宮可憐,ナレーション,6,Vocal,28000,アタシも可憐も声が震えちゃってさ～。まずいと思って一緒にダンスで身体を動かしたり、アロマで緊張をほぐしたり……。おかげで、再開してからはふたりともバッチリだったんだよ！
舞浜歩,篠宮可憐,グルメ番組,3,Dance,16500,ビュッフェ形式のお店に取材に行ったんだけど、可憐の取り皿がすごくきれいに盛り付けられててさ！なんかそういうとこ女の子っぼくて感心しちゃった。え、アタシのは……ははっ！
舞浜歩,百瀬莉緒,TV番組MC,3,Visual,7000,莉緒のMC、上手だったよ！ 芸人さんたちから、からかわれても軽ーくかわしたりしてさ！ でも、酔った時の失敗談は、アイドルとしてなんかマズそうだったから、止めておいた！
舞浜歩,百瀬莉緒,ライブ,3,Dance,28000,本番前に莉緒からダンスを変えたいって相談されたんだ。それがセクシーっていうか、変にくねくねした動きでさ。さすがに断ったよ。ガッカリしてて気の毒だったけど、仕方ないよな？
舞浜歩,永吉昴,トークショー,9,Vocal,16500,なんかの流れで、兄弟の話になってさ。昴と、兄貴トークでけっこう盛り上がったんだ♪ たまーにうっとうしいときもあるけど、やっぱいいもんだよね。久々に会いたくなったよ。
舞浜歩,永吉昴,グラビア撮影,3,Visual,9000,いやあ、グラビアで難しいね。 もっとセクシーに！ って言われて、昴とふたりでめっちゃ困った！ ちゃんとできたのかなぁ？
舞浜歩,永吉昴,PR,9,Dance,9500,イベントで、またストラックアウトをやったんだけどさ、そしたら昴がパーフェクト達成して、なんか感動しちゃった！最後の一球がパネルをうち抜いた瞬間なんか、しびれたよ～！
舞浜歩,北上麗花,声優,3,Total,13500,声だけで表現するのって難しいよな。でも、麗花が全身全霊で動きながら演技するのを見てて、あ、こういうのもアリか、って思ったんだ。やっぱ、体動かさないと調子出ないよね！
舞浜歩,北上麗花,スポーツ番組,9,Dance,3000,麗花って、すごい体力あるよね。マラソンとか、球技とか、番組で色々やったんだけど、ずっと楽しそうにしててさ。アタシも、山登りにつれてってもらおうかな……？
舞浜歩,周防桃子,ライブ,6,Dance,33000,イエーイ！ 今日のライブの演出、マジ最高だった♪ アタシがダンスしてる上を、ワイヤーロープつけた桃子が飛んだんだ！ 桃子、本物の妖精みたいだったよ♪
舞浜歩,周防桃子,ライブ,9,Total,55000,桃子が、背が低いとステージ映えしないかもって、気にしてたから、その分大きく動けばいいって、アドバイスしたんだ。かなり体力使うけど、頑張って最後までやり抜いてたよ！
舞浜歩,ジュリア,グラビア撮影,3,Dance,3000,途中でカメラマンに変なスイッチが入っちゃったみたいでさ。アタシでジュリアとで、ビジュアル系みたいな写真ばっかり撮ろうとして……そういう撮影じゃなかったよね！？
舞浜歩,ジュリア,フェス,9,Dance,16500,野外フェスの夜空の下で、ジュリアのアコギに合わせて即興でダンスしてさ！ すっごく楽しかったよ！ ジュリアもノリノリで、サイッコーのライブだったな♪
舞浜歩,白石紬,慰安訪問,3,Total,31000,紬がすごく緊張してたから、リラックスさせようとしたんだ。それで後ろから「ワッ！」ってやったら、思った以上に驚かせちゃって……許してもらえてよかったよ、ホント。
舞浜歩,桜守歌織,バラエティ番組,9,Visual,9000,音楽がテーマのクイズ番組、アタシと歌織さんが組んだら無敵だったよ！ 基本的な知識は歌織さんがバッチリだし、ダンスならアタシの独壇場だからさ。放送、期待しててよね！
舞浜歩,桜守歌織,スポーツ番組,6,Dance,33000,筋トレがテーマの番組でさ、腹筋連続30回、頑張ったよ！ でも歌織さん、意外と筋トレに詳しくて驚いたなー。身内に詳しい人がいるんだって！ いろいろ教わっちゃった、へへ♪
舞浜歩,PERFECT,,,,,イエス、イエス、イエーース！ パーフェクトッ！！ これが毎回できれば、アタシもあっという間にスーパーアイドルなんだけどね！ へへ。
舞浜歩,GOOD,,,,,イエス、イエース！ スーパーグッジョーブ！こういう仕事なら、何度でもやってみたい気分だよ！
舞浜歩,NORMAL,,,,,イエース！ みんなグッジョブ、グッジョブ！ アタシたち、確実に成長してるよ！ よし！ 次もこのイメージでいこうな！
木下ひなた,天海春香,ドラマ,3,Dance,33000,あたしが主演だなんて、なまら緊張したよぉ。けど、一緒に出演した春香さんが、演技をいっぱい褒めてくれたんだ。一生懸命ひたむきなところが良かったって……嬉しいねぇ。
木下ひなた,如月千早,レポーター,3,Vocal,12000,青果市場に行ってきたよ～。千早さんはよく、小松菜とカリンのジュースを作るってお話をしてね。ジュースに合うリンゴをおススメしたら、今度試してみるって言ってくれたんだぁ♪
木下ひなた,如月千早,商品PRイベント,6,Dance,9000,北海道の牛乳を、アピールしてきたべさ。おいしさだけでなくて、体も大きくなるんだよぉ。千早さん、噛みしめるように飲んでたなぁ……。気に入ってくれたんだろうねぇ♪
木下ひなた,星井美希,ロケ番組,9,Dance,16500,美希さんと一緒にいると、のんびりしちゃうんだぁ。今日も、ロケバスの中で、美希さんの隣でお昼寝しちゃってねぇ。起きたら毛布をかけてくれたんだよぉ。優しいねぇ。
木下ひなた,萩原雪歩,旅番組,9,Total,23500,茶畑に行ってきたんだぁ。番組の企画で利きお茶をしたんだけんど、雪歩さん、全問正解してねぇ。さすがだったよぉ。お茶のこだわりも教えてもらえて、なまら楽しかったべさぁ。
木下ひなた,萩原雪歩,ライブ,6,Dance,33000,ケータリングに、おいしいお菓子があったんだぁ。それでついそのお菓子を食べながら雪歩さんと話し込んでしまってねぇ。リラックスできたけど、本番に遅れるところだったよぉ。
木下ひなた,高槻やよい,地域PRイベント,6,Dance,22000,八丈島に行ってきたよぉ。あんなに自然が豊かなのに東京だなんて、なんだか不思議だねぇ。あたしはやよいさんと地元の野菜をPRしたんだけど、新鮮でおいしかったよぉ。
木下ひなた,高槻やよい,審査員,6,Visual,36000,野菜料理コンテストの審査員を務めてきたよぉ。 やよいさんも家庭菜園してるから、今度、採れた野菜を分けっこしようって約束したんだ。楽しみだねぇ。
木下ひなた,菊地真,グルメ番組,9,Total,42000,番組で、真さんと一緒にお料理したんだぁ。なんだか、なまら楽しかったよぉ。それに、ふたりとも料理が上手いねって褒めてもらえてね。またこういうお仕事が、したいべさ。
木下ひなた,菊地真,音楽番組,6,Total,38500,収録の後、真さんが他のアイドルの人たちに囲まれてねぇ、ファンだったらしいんだけど、真さんは堂々とお話してたんだ。あたしだったら、きっとまっかっかになってしまうべさ。
木下ひなた,水瀬伊織,ドラマ,9,Total,20000,伊織お嬢さんは、いつも気品があって素敵な人だべさ。でも今日の役はつんでれ？ってやつで、意外な一面が見れたねぇ。……え、いつも通り？ はや～、そういうもんかねぇ？
